Name,x,y,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
153,-119.9991,44.619,1412,2024-07,2.44,12.3,20.5,28.8,1.3,6.82,34.39
153,-119.9991,44.619,1412,2024-08,11.25,10.2,17.8,25.4,4.1,3.76,26.09
153,-119.9991,44.619,1412,2024-09,9.24,10.2,16.7,23.1,2.6,4.45,22.67
153,-119.9991,44.619,1412,2024-10,20.71,2.9,9.3,15.7,-0.9,1.95,13.35
,,,,,,,,,,,
156,-119.5556,44.2662,1152,2010-02,25.52,-2.4,2.7,7.8,-2.4,0.42,5.53
156,-119.5556,44.2662,1152,2010-03,21.41,-2.8,4.2,11.3,-3.8,0.78,9.52
156,-119.5556,44.2662,1152,2010-04,52.6,-1.4,5.7,12.8,-2,0.63,11.06
156,-119.5556,44.2662,1152,2010-05,52.23,1.3,8.1,14.9,0.6,0.83,12.04
156,-119.5556,44.2662,1152,2010-06,62.38,6.1,13.8,21.5,6.2,0.98,18.17
156,-119.5556,44.2662,1152,2010-07,8.45,8.4,18.8,29.1,3.6,3.72,34.29
156,-119.5556,44.2662,1152,2010-08,6.52,7.2,17.8,28.4,3,3.14,33.81
156,-119.5556,44.2662,1152,2010-09,18,4.9,14.6,24.4,3.7,1.19,24.6
156,-119.5556,44.2662,1152,2010-10,51.13,3,10.5,18,1.6,1.41,15.47
156,-119.5556,44.2662,1152,2010-11,51.79,-2.6,2.4,7.4,-2,0.64,5.68
156,-119.5556,44.2662,1152,2010-12,88.49,-3.3,0.8,4.9,-3,0.51,3.79
156,-119.5556,44.2662,1152,2011-01,39.17,-5.3,0.2,5.6,-4.6,0.51,4.49
156,-119.5556,44.2662,1152,2011-02,27.65,-6.2,-0.6,5,-6.7,0.72,5.46
156,-119.5556,44.2662,1152,2011-03,58.32,-1.9,3.2,8.3,-2,0.55,6.01
156,-119.5556,44.2662,1152,2011-04,44.57,-1.9,4.4,10.6,-2.7,0.61,8.57
156,-119.5556,44.2662,1152,2011-05,78.33,1.3,8.1,15,1,0.7,11.44
156,-119.5556,44.2662,1152,2011-06,41.8,4.9,12.8,20.8,4.3,1.01,17.88
156,-119.5556,44.2662,1152,2011-07,4.09,7.6,17.6,27.7,5,2.18,30.17
156,-119.5556,44.2662,1152,2011-08,2.52,9.3,20.1,31,4.1,3.66,38.5
156,-119.5556,44.2662,1152,2011-09,0.53,6.7,17.4,28.1,1.4,3.7,33.26
156,-119.5556,44.2662,1152,2011-10,27.7,1.7,9.4,17.1,1.1,0.87,13.71
156,-119.5556,44.2662,1152,2011-11,19.81,-3,2.5,8.1,-3.7,0.7,6.52
156,-119.5556,44.2662,1152,2011-12,16.25,-6,0,6,-6.1,0.55,5.27
156,-119.5556,44.2662,1152,2012-01,59.92,-4.5,1.1,6.6,-5.4,0.67,6.04
156,-119.5556,44.2662,1152,2012-02,17.55,-4.6,1.3,7.1,-4.7,0.51,5.94
156,-119.5556,44.2662,1152,2012-03,51.31,-2.1,3.9,9.8,-3.1,0.64,7.96
156,-119.5556,44.2662,1152,2012-04,50.93,0.6,8.1,15.7,-0.6,0.89,13.85
156,-119.5556,44.2662,1152,2012-05,18.17,1.9,10.5,19.1,-0.4,1.44,17.71
156,-119.5556,44.2662,1152,2012-06,41.61,5.3,13.7,22,3.7,1.2,20.47
156,-119.5556,44.2662,1152,2012-07,9.94,10.2,20.4,30.7,5.3,3.3,36.27
156,-119.5556,44.2662,1152,2012-08,0.22,9.6,20.8,32,1,5.03,42.05
156,-119.5556,44.2662,1152,2012-09,0,5.3,16.5,27.7,-1.9,3.74,33.25
156,-119.5556,44.2662,1152,2012-10,34.83,1,9.1,17.2,-2,1.49,15.61
156,-119.5556,44.2662,1152,2012-11,34.39,-0.3,4.9,10.1,-0.3,0.59,7.14
156,-119.5556,44.2662,1152,2012-12,53.62,-4.4,-0.5,3.5,-4.4,0.42,3.4
156,-119.5556,44.2662,1152,2013-01,43.15,-7.3,-1.9,3.5,-8,0.61,4.51
156,-119.5556,44.2662,1152,2013-02,13.08,-4.8,0.9,6.6,-4.7,0.48,5.43
156,-119.5556,44.2662,1152,2013-03,14.46,-2.5,4.3,11.1,-3.1,0.6,8.89
156,-119.5556,44.2662,1152,2013-04,20.05,-0.7,6.9,14.5,-2.2,0.9,12.19
156,-119.5556,44.2662,1152,2013-05,54.54,3,11.3,19.6,1.7,1.18,17.54
156,-119.5556,44.2662,1152,2013-06,30.98,6.8,15.1,23.3,4.5,1.68,21.77
156,-119.5556,44.2662,1152,2013-07,0,10.4,21.4,32.5,1.4,6.59,43.6
156,-119.5556,44.2662,1152,2013-08,19.62,9.8,20.1,30.3,5.4,2.92,35.92
156,-119.5556,44.2662,1152,2013-09,54.38,6.5,15,23.4,5.5,1.37,23.12
156,-119.5556,44.2662,1152,2013-10,16.31,-1.1,6.9,14.8,-0.8,0.62,11.97
156,-119.5556,44.2662,1152,2013-11,27.61,-2.1,3.5,9.1,-2.6,0.69,6.48
156,-119.5556,44.2662,1152,2013-12,17.13,-8.1,-2.4,3.3,-7.5,0.56,4.07
156,-119.5556,44.2662,1152,2014-01,22.63,-3.9,2,8,-5.1,0.84,6.55
156,-119.5556,44.2662,1152,2014-02,61.94,-4.1,0.4,4.8,-3.2,0.37,3.86
156,-119.5556,44.2662,1152,2014-03,57.88,-1.2,5.3,11.9,-2.4,0.8,9.41
156,-119.5556,44.2662,1152,2014-04,39.34,-0.3,7.1,14.5,-1.4,0.8,11.96
156,-119.5556,44.2662,1152,2014-05,34.39,3.2,11.8,20.4,2,1.11,18.45
156,-119.5556,44.2662,1152,2014-06,22.17,5.8,14.6,23.5,3.3,1.57,22.58
156,-119.5556,44.2662,1152,2014-07,9.12,11.5,22,32.5,5,4.83,41.94
156,-119.5556,44.2662,1152,2014-08,24.16,10.1,19.7,29.3,6,3.29,33.37
156,-119.5556,44.2662,1152,2014-09,6.03,6,15.8,25.7,1.8,2.31,27.43
156,-119.5556,44.2662,1152,2014-10,28.85,3.9,11.7,19.6,1.4,1.75,17.34
156,-119.5556,44.2662,1152,2014-11,63.69,-3,2.5,7.9,-1.9,0.46,5.54
156,-119.5556,44.2662,1152,2014-12,88.38,-2.6,1.6,5.8,-1.3,0.34,3.63
156,-119.5556,44.2662,1152,2015-01,14.8,-3.2,2.1,7.4,-2.3,0.46,4.96
156,-119.5556,44.2662,1152,2015-02,37.62,-0.7,5,10.6,-1.9,0.81,7.66
156,-119.5556,44.2662,1152,2015-03,31.53,-0.7,6.9,14.5,-1.5,0.89,11.97
156,-119.5556,44.2662,1152,2015-04,16.36,-1.2,6.9,14.9,-2.4,0.82,13.07
156,-119.5556,44.2662,1152,2015-05,68.98,3.9,11.7,19.4,3.4,0.83,15.55
156,-119.5556,44.2662,1152,2015-06,10.48,9.5,19.1,28.8,4.9,3.37,32.95
156,-119.5556,44.2662,1152,2015-07,33.84,10.9,20.2,29.5,5.5,4.04,34.25
156,-119.5556,44.2662,1152,2015-08,0.11,9.5,20,30.5,2.3,5,38.14
156,-119.5556,44.2662,1152,2015-09,8.46,3.9,14.1,24.3,1.1,1.81,26.18
156,-119.5556,44.2662,1152,2015-10,21.54,4.3,12.6,20.9,2.2,1.54,18.71
156,-119.5556,44.2662,1152,2015-11,44.47,-3.8,1.7,7.3,-3.2,0.47,5.61
156,-119.5556,44.2662,1152,2015-12,96.93,-4.1,-0.1,3.9,-3.7,0.35,3.37
156,-119.5556,44.2662,1152,2016-01,40.94,-4.4,0.4,5.2,-3.7,0.41,3.95
156,-119.5556,44.2662,1152,2016-02,15.23,-2,4.4,10.8,-2,0.57,7.95
156,-119.5556,44.2662,1152,2016-03,45.09,-1,4.8,10.6,-1.1,0.6,7.63
156,-119.5556,44.2662,1152,2016-04,16.12,1.9,10.2,18.5,0.6,1.15,16.66
156,-119.5556,44.2662,1152,2016-05,32.99,3.9,11.8,19.7,3.3,0.92,16.4
156,-119.5556,44.2662,1152,2016-06,26.61,6.8,16.2,25.7,4.3,2.15,27.64
156,-119.5556,44.2662,1152,2016-07,13.39,8.7,18.6,28.4,4.2,3.06,32.46
156,-119.5556,44.2662,1152,2016-08,1.26,7.8,19.1,30.3,1.7,4.3,37.84
156,-119.5556,44.2662,1152,2016-09,7.57,3.8,13.5,23.1,1.3,1.59,22.84
156,-119.5556,44.2662,1152,2016-10,66.27,3.2,9.3,15.4,2.9,0.88,10.69
156,-119.5556,44.2662,1152,2016-11,22.56,1.5,6.8,12.1,0.2,1.05,9.01
156,-119.5556,44.2662,1152,2016-12,61.36,-9.1,-4.1,1,-7.2,0.3,2.44
156,-119.5556,44.2662,1152,2017-01,63.06,-9.4,-4.4,0.5,-8.1,0.35,2.49
156,-119.5556,44.2662,1152,2017-02,36.56,-3,1.9,6.7,-3.6,0.68,5.6
156,-119.5556,44.2662,1152,2017-03,49.76,-0.1,5.5,11.2,0,0.6,7.55
156,-119.5556,44.2662,1152,2017-04,54.06,-0.2,6.1,12.5,-0.8,0.63,9.41
156,-119.5556,44.2662,1152,2017-05,15.91,3.2,11.8,20.3,2.6,1.06,18.8
156,-119.5556,44.2662,1152,2017-06,27.97,6.8,15.7,24.6,4.9,1.82,24.94
156,-119.5556,44.2662,1152,2017-07,2.17,11.1,21.9,32.8,3.9,5.21,42.9
156,-119.5556,44.2662,1152,2017-08,7.16,10.3,21.3,32.2,3.4,5.54,42.25
156,-119.5556,44.2662,1152,2017-09,7.91,6,15.4,24.8,2.5,2.69,27.94
156,-119.5556,44.2662,1152,2017-10,38.12,0,7.8,15.6,0,0.69,12.34
156,-119.5556,44.2662,1152,2017-11,33.83,-1.1,4.4,9.8,-0.8,0.61,6.9
156,-119.5556,44.2662,1152,2017-12,18.8,-6.7,-1.4,3.9,-5.6,0.47,4.22
156,-119.5556,44.2662,1152,2018-01,28.99,-2.1,2.7,7.4,-1.8,0.5,5.14
156,-119.5556,44.2662,1152,2018-02,23.54,-6.1,-0.4,5.2,-5.7,0.57,5.28
156,-119.5556,44.2662,1152,2018-03,36.43,-2.7,3.6,9.9,-2.9,0.54,7.78
156,-119.5556,44.2662,1152,2018-04,29.34,0,7.3,14.6,-0.6,0.75,11.97
156,-119.5556,44.2662,1152,2018-05,46.19,5.5,13.5,21.5,5.4,0.83,17.81
156,-119.5556,44.2662,1152,2018-06,36.32,6,14.7,23.3,4.7,1.34,21.82
156,-119.5556,44.2662,1152,2018-07,0.7,10.3,21,31.7,2.3,5.21,41.41
156,-119.5556,44.2662,1152,2018-08,2.68,8.7,19.3,29.9,2.8,4.53,37.26
156,-119.5556,44.2662,1152,2018-09,0.77,2.9,13.5,24.1,-0.5,1.9,25.56
156,-119.5556,44.2662,1152,2018-10,29.68,1,8.6,16.3,0.2,1.06,13.06
156,-119.5556,44.2662,1152,2018-11,25.01,-2.6,3.6,9.7,-3,0.66,7.02
156,-119.5556,44.2662,1152,2018-12,31.57,-5.1,-0.6,3.8,-4.2,0.33,3.41
156,-119.5556,44.2662,1152,2019-01,37.88,-4.3,0.9,6,-4.4,0.6,4.79
156,-119.5556,44.2662,1152,2019-02,93.19,-6.6,-2.2,2.3,-5.7,0.33,2.87
156,-119.5556,44.2662,1152,2019-03,37.86,-4.7,2,8.7,-4.2,0.48,7.17
156,-119.5556,44.2662,1152,2019-04,62.09,1.3,7.7,14.1,1.5,0.67,10.22
156,-119.5556,44.2662,1152,2019-05,56.91,3.7,11.2,18.7,2.7,1.1,15.39
156,-119.5556,44.2662,1152,2019-06,18.31,6,15,23.9,3.5,1.91,23.48
156,-119.5556,44.2662,1152,2019-07,6.53,8.9,18.7,28.4,5.3,2.71,31.28
156,-119.5556,44.2662,1152,2019-08,17.28,9.8,20,30.2,5.8,3.12,35.73
156,-119.5556,44.2662,1152,2019-09,39.25,5.8,14.1,22.4,5.4,0.9,21.6
156,-119.5556,44.2662,1152,2019-10,20.12,-2.2,5.4,12.9,-4.1,0.93,11.2
156,-119.5556,44.2662,1152,2019-11,13.22,-2.7,4.1,10.8,-3.5,0.8,8.59
156,-119.5556,44.2662,1152,2019-12,23.38,-3.6,0.8,5.2,-3.4,0.55,3.91
156,-119.5556,44.2662,1152,2020-01,60.62,-3,1.2,5.5,-3,0.53,4.3
156,-119.5556,44.2662,1152,2020-02,31.3,-4.9,1.7,8.2,-5.5,0.65,7.17
156,-119.5556,44.2662,1152,2020-03,35.75,-2.9,3.5,9.9,-3.6,0.63,8.24
156,-119.5556,44.2662,1152,2020-04,25.07,-0.8,7.2,15.3,-1.8,0.82,13.06
156,-119.5556,44.2662,1152,2020-05,53.38,3.3,11.5,19.6,2.5,0.97,17.38
156,-119.5556,44.2662,1152,2020-06,41.44,6.8,14.9,23,5,1.49,21.91
156,-119.5556,44.2662,1152,2020-07,2.98,8.5,19.1,29.7,3.4,3.56,35.88
156,-119.5556,44.2662,1152,2020-08,5.01,10.1,20.7,31.2,3.7,4.63,38.8
156,-119.5556,44.2662,1152,2020-09,8.49,6.1,16.7,27.3,-0.1,3.26,32.52
156,-119.5556,44.2662,1152,2020-10,10.27,0.9,10.2,19.6,-1.6,1.83,19.47
156,-119.5556,44.2662,1152,2020-11,62.15,-2.4,3.4,9.2,-3.2,0.87,7.68
156,-119.5556,44.2662,1152,2020-12,22.49,-4.5,0.6,5.8,-4.8,0.56,4.93
156,-119.5556,44.2662,1152,2021-01,33.95,-3.9,0.8,5.5,-3.7,0.55,4.26
156,-119.5556,44.2662,1152,2021-02,57.6,-5.1,0,5,-5.1,0.54,4.61
156,-119.5556,44.2662,1152,2021-03,12.05,-2.9,3.7,10.3,-4.7,0.68,8.83
156,-119.5556,44.2662,1152,2021-04,12.06,-1.6,7.4,16.3,-4.9,1.41,15.39
156,-119.5556,44.2662,1152,2021-05,19.62,3,11.2,19.3,0,1.72,18.25
156,-119.5556,44.2662,1152,2021-06,9.98,9.6,19.3,29,4.4,4.27,35.22
156,-119.5556,44.2662,1152,2021-07,3.37,12.7,23.3,33.9,2.7,7.04,46.53
156,-119.5556,44.2662,1152,2021-08,3.94,9.9,19.9,29.9,3.8,4.3,36.58
156,-119.5556,44.2662,1152,2021-09,26.44,5.3,15.2,25.1,0.8,2.66,27.23
156,-119.5556,44.2662,1152,2021-10,30.79,2.4,9.5,16.6,-0.1,1.23,13.06
156,-119.5556,44.2662,1152,2021-11,30.45,-0.8,4.8,10.5,-0.7,0.62,6.83
156,-119.5556,44.2662,1152,2021-12,42.89,-4.5,0,4.5,-4.2,0.47,4.18
156,-119.5556,44.2662,1152,2022-01,36.74,-5.7,0.2,6.1,-5.8,0.62,5.12
156,-119.5556,44.2662,1152,2022-02,13.57,-6.3,0.4,7.2,-6.9,0.62,7.07
156,-119.5556,44.2662,1152,2022-03,11.58,-1.5,5.1,11.7,-2.3,0.76,9.27
156,-119.5556,44.2662,1152,2022-04,45.72,-2.7,4.1,10.9,-4.1,0.66,9.6
156,-119.5556,44.2662,1152,2022-05,59.9,1.4,8.3,15.2,0.9,0.68,11.84
156,-119.5556,44.2662,1152,2022-06,50.57,6,14.5,22.9,5,1.21,21.27
156,-119.5556,44.2662,1152,2022-07,1.87,10.9,21.5,32.1,4.6,4.67,41.46
156,-119.5556,44.2662,1152,2022-08,7.79,12.3,22.8,33.3,4.8,5.57,44.08
156,-119.5556,44.2662,1152,2022-09,8.93,7.1,17.4,27.7,1.5,3.48,32.74
156,-119.5556,44.2662,1152,2022-10,23.35,2.7,11.8,20.8,-1,2.08,20.92
156,-119.5556,44.2662,1152,2022-11,39.14,-5.9,-0.3,5.3,-5.7,0.44,4.88
156,-119.5556,44.2662,1152,2022-12,58.04,-6.5,-2.1,2.4,-5.7,0.39,2.87
156,-119.5556,44.2662,1152,2023-01,27.3,-6,-0.9,4.2,-5,0.47,3.69
156,-119.5556,44.2662,1152,2023-02,9.76,-6.8,-0.5,5.8,-7.5,0.73,5.76
156,-119.5556,44.2662,1152,2023-03,60.37,-6.2,-0.4,5.4,-5.1,0.34,4.78
156,-119.5556,44.2662,1152,2023-04,42.11,-1.2,5.7,12.6,-1.9,0.67,10.81
156,-119.5556,44.2662,1152,2023-05,61.31,5.1,13.2,21.4,4.7,0.88,18.46
156,-119.5556,44.2662,1152,2023-06,26.7,6.5,15.2,24,4.5,1.68,22.82
156,-119.5556,44.2662,1152,2023-07,3.13,10.6,21.4,32.2,3.6,4.85,41.36
156,-119.5556,44.2662,1152,2023-08,40.9,11.3,20.4,29.4,7.2,3.32,32.93
156,-119.5556,44.2662,1152,2023-09,26.16,5.5,14.4,23.3,3.8,1.37,22.61
156,-119.5556,44.2662,1152,2023-10,28.32,2.1,9.5,17,1.7,0.98,14.12
156,-119.5556,44.2662,1152,2023-11,39.64,-2.2,3.9,10,-1.8,0.49,6.97
156,-119.5556,44.2662,1152,2023-12,48.83,-1.9,2.4,6.7,-1.5,0.54,4.15
156,-119.5556,44.2662,1152,2024-01,89.2,-4.1,0.2,4.6,-2.3,0.25,3.03
156,-119.5556,44.2662,1152,2024-02,39.5,-2.8,2.3,7.4,-2,0.44,5.21
156,-119.5556,44.2662,1152,2024-03,27.63,-2.8,3.7,10.3,-3,0.53,8.62
156,-119.5556,44.2662,1152,2024-04,21.49,-0.8,6.6,14.1,-0.9,0.67,11.06
156,-119.5556,44.2662,1152,2024-05,41.48,1.2,9.1,16.9,0.9,0.74,14.25
156,-119.5556,44.2662,1152,2024-06,9.41,6.1,15.9,25.6,3.3,1.89,27.27
156,-119.5556,44.2662,1152,2024-07,2.9,10.6,21.6,32.7,3.3,5.44,43.54
156,-119.5556,44.2662,1152,2024-08,10.28,8.9,19.1,29.2,4.4,3.13,34.79
156,-119.5556,44.2662,1152,2024-09,13.86,7.1,16.6,26.2,2.9,3.17,28.7
156,-119.5556,44.2662,1152,2024-10,14.82,1.4,10.1,18.8,-0.6,1.82,17.43
,,,,,,,,,,,
157,-120.2808,44.055,1616,2010-02,25.47,-4.1,0.5,5.1,-3.9,0.22,4.26
157,-120.2808,44.055,1616,2010-03,22.33,-4.4,2.3,9.1,-7.1,0.89,8.43
157,-120.2808,44.055,1616,2010-04,58.32,-3.5,2.9,9.3,-5.1,0.55,8.43
157,-120.2808,44.055,1616,2010-05,45.55,-0.8,5.5,11.8,-2.8,0.76,9.76
157,-120.2808,44.055,1616,2010-06,59.92,3.4,10.7,18,2.5,0.89,14.91
157,-120.2808,44.055,1616,2010-07,27.45,7.9,17.3,26.7,0.9,4.35,29.99
157,-120.2808,44.055,1616,2010-08,4.68,7.1,16.5,25.9,1,3.71,28.73
157,-120.2808,44.055,1616,2010-09,24.37,5.1,13.5,22,2.4,1.7,20.82
157,-120.2808,44.055,1616,2010-10,54.82,2.9,9.3,15.8,-0.3,2,13.33
157,-120.2808,44.055,1616,2010-11,45.42,-4,0.8,5.6,-3.4,0.57,4.62
157,-120.2808,44.055,1616,2010-12,99.75,-4.8,-1.8,1.1,-3.7,0.23,1.7
157,-120.2808,44.055,1616,2011-01,35.94,-5.3,0.3,5.8,-5.2,0.45,5.2
157,-120.2808,44.055,1616,2011-02,32.55,-7.2,-1.4,4.3,-7.6,0.59,5.07
157,-120.2808,44.055,1616,2011-03,60.19,-4.3,0.7,5.7,-3.8,0.3,4.55
157,-120.2808,44.055,1616,2011-04,35.51,-4.3,2.3,8.9,-4.6,0.38,7.57
157,-120.2808,44.055,1616,2011-05,68.5,-1,5.5,11.9,-1.4,0.47,9.12
157,-120.2808,44.055,1616,2011-06,41.37,2.8,10.6,18.4,2.1,0.77,15.26
157,-120.2808,44.055,1616,2011-07,7.3,6.3,15.6,24.9,3.2,2.09,24.86
157,-120.2808,44.055,1616,2011-08,4.95,10.3,19.2,28.2,3.2,4.18,31.6
157,-120.2808,44.055,1616,2011-09,1.53,8.6,16.8,25,0.2,5.54,27.13
157,-120.2808,44.055,1616,2011-10,18.84,2,8.3,14.7,-0.5,1.14,11.45
157,-120.2808,44.055,1616,2011-11,14.04,-4.5,0,4.6,-5.3,0.53,4.49
157,-120.2808,44.055,1616,2011-12,28.58,-5.7,-0.3,5,-8.1,0.81,5.27
157,-120.2808,44.055,1616,2012-01,71.61,-5.4,-0.5,4.5,-7.1,0.67,4.8
157,-120.2808,44.055,1616,2012-02,17.61,-6.2,-0.5,5.3,-5.8,0.37,5.17
157,-120.2808,44.055,1616,2012-03,53.89,-4.9,0.8,6.5,-5.4,0.58,6.05
157,-120.2808,44.055,1616,2012-04,48.41,-1,5.4,11.7,-3,0.95,10.4
157,-120.2808,44.055,1616,2012-05,25.96,0.6,8.1,15.5,-3.3,1.92,14.26
157,-120.2808,44.055,1616,2012-06,38.68,3.4,10.8,18.1,1.2,1.25,15.5
157,-120.2808,44.055,1616,2012-07,7.8,9.1,18.2,27.2,2.9,3.73,29.83
157,-120.2808,44.055,1616,2012-08,0.31,10.5,19.7,28.9,0.2,5.88,35.33
157,-120.2808,44.055,1616,2012-09,0,8.3,16.8,25.2,-3.5,6.05,28.1
157,-120.2808,44.055,1616,2012-10,44.92,1.6,8.2,14.9,-3.6,2.03,13.24
157,-120.2808,44.055,1616,2012-11,48.69,-1.8,2.3,6.4,-1.4,0.45,4.49
157,-120.2808,44.055,1616,2012-12,62.73,-6.2,-2.9,0.3,-5.5,0.3,1.92
157,-120.2808,44.055,1616,2013-01,32.53,-6.4,-1.4,3.5,-9,1,4.78
157,-120.2808,44.055,1616,2013-02,5.01,-5.9,-0.4,5.1,-6.2,0.5,5
157,-120.2808,44.055,1616,2013-03,21.15,-3.4,2.3,8.1,-4.4,0.58,6.68
157,-120.2808,44.055,1616,2013-04,20.25,-2,4.6,11.1,-3.7,0.86,9.3
157,-120.2808,44.055,1616,2013-05,60.57,1.9,9,16.1,-0.1,1.37,13.52
157,-120.2808,44.055,1616,2013-06,54.94,5.2,12.5,19.8,3,1.52,17.08
157,-120.2808,44.055,1616,2013-07,0,11.1,20.2,29.3,-0.1,6.8,35.71
157,-120.2808,44.055,1616,2013-08,14.13,9.7,18.1,26.6,4.2,2.66,28.08
157,-120.2808,44.055,1616,2013-09,55.91,6.4,13.5,20.7,2.9,2.09,20.22
157,-120.2808,44.055,1616,2013-10,15.71,0.2,6.5,12.8,-2.6,1.41,10.84
157,-120.2808,44.055,1616,2013-11,23.28,-1.6,3.2,7.9,-4.6,1.17,6.24
157,-120.2808,44.055,1616,2013-12,18.7,-6.5,-1.5,3.5,-8.6,0.85,5.02
157,-120.2808,44.055,1616,2014-01,22.26,-2,2.8,7.5,-7.2,1.61,6.95
157,-120.2808,44.055,1616,2014-02,67,-5.2,-0.9,3.4,-4.1,0.23,3.18
157,-120.2808,44.055,1616,2014-03,47.29,-2.8,2.7,8.2,-4.2,0.72,6.6
157,-120.2808,44.055,1616,2014-04,33.12,-1.8,4.7,11.3,-3.2,0.71,9.38
157,-120.2808,44.055,1616,2014-05,25.76,2.3,9.7,17,-0.3,1.35,14.77
157,-120.2808,44.055,1616,2014-06,18.6,3.9,12,20,0.9,1.38,18.05
157,-120.2808,44.055,1616,2014-07,8.65,11.4,20.4,29.4,3,5.67,34.8
157,-120.2808,44.055,1616,2014-08,20.27,10,18.1,26.2,4.2,3.33,27.25
157,-120.2808,44.055,1616,2014-09,5.64,6.9,14.8,22.8,0.2,3.44,22.76
157,-120.2808,44.055,1616,2014-10,24.13,3.9,10.2,16.6,-0.2,2.1,14.17
157,-120.2808,44.055,1616,2014-11,80.09,-3.8,1.2,6.2,-2.9,0.36,4.53
157,-120.2808,44.055,1616,2014-12,77.81,-3.6,-0.4,2.7,-2.2,0.15,1.73
157,-120.2808,44.055,1616,2015-01,14.63,-1.9,2.8,7.6,-2.8,0.63,5.52
157,-120.2808,44.055,1616,2015-02,30.21,-1.3,3.4,8.1,-3.6,0.79,6.24
157,-120.2808,44.055,1616,2015-03,28.03,-0.8,5.4,11.7,-3.6,1.3,9.7
157,-120.2808,44.055,1616,2015-04,12.07,-2.6,4.5,11.7,-4.9,0.86,10.78
157,-120.2808,44.055,1616,2015-05,48.58,3,9.6,16.1,0.9,1.15,12.44
157,-120.2808,44.055,1616,2015-06,9.65,8.9,17.1,25.4,2.7,5.59,27.92
157,-120.2808,44.055,1616,2015-07,26.61,10.5,18.6,26.7,4.4,5.98,30.34
157,-120.2808,44.055,1616,2015-08,0.93,10.6,19.1,27.6,1.4,6.84,32.38
157,-120.2808,44.055,1616,2015-09,12.14,5.2,13.4,21.5,-0.2,2.93,21.56
157,-120.2808,44.055,1616,2015-10,23.84,5.2,11.7,18.2,0.6,2.45,15.66
157,-120.2808,44.055,1616,2015-11,45.79,-4.3,0.5,5.2,-4.9,0.54,4.47
157,-120.2808,44.055,1616,2015-12,102.8,-5.7,-2.5,0.8,-4.7,0.23,1.71
157,-120.2808,44.055,1616,2016-01,54.82,-6.1,-2.5,1.2,-4.8,0.22,1.88
157,-120.2808,44.055,1616,2016-02,10.52,-2.8,2.5,7.8,-3.2,0.64,5.85
157,-120.2808,44.055,1616,2016-03,46.31,-3,1.9,6.7,-2.9,0.47,5.1
157,-120.2808,44.055,1616,2016-04,15.36,1.3,8.3,15.3,-1.7,1.7,13.32
157,-120.2808,44.055,1616,2016-05,45.81,2.3,9.2,16.2,1.4,0.9,12.7
157,-120.2808,44.055,1616,2016-06,31.73,5.4,13.6,21.8,2.5,2.19,21.02
157,-120.2808,44.055,1616,2016-07,11.85,7.7,16.2,24.8,2.8,3.02,25.34
157,-120.2808,44.055,1616,2016-08,0,9.3,18.2,27.1,0.2,5.31,30.83
157,-120.2808,44.055,1616,2016-09,6.15,4.6,12.5,20.4,-0.4,2.27,19.16
157,-120.2808,44.055,1616,2016-10,68.53,1.3,6.5,11.7,1.3,0.56,7.36
157,-120.2808,44.055,1616,2016-11,21.13,0,4,7.9,-1.4,0.88,5.85
157,-120.2808,44.055,1616,2016-12,58.17,-9.4,-4.6,0.2,-7.8,0.24,2.2
157,-120.2808,44.055,1616,2017-01,63.11,-8.8,-4.3,0.2,-8.2,0.33,2.53
157,-120.2808,44.055,1616,2017-02,39.61,-5.3,-1.1,3.2,-4.8,0.33,3.24
157,-120.2808,44.055,1616,2017-03,45.93,-2.2,2.8,7.8,-1.7,0.36,5.34
157,-120.2808,44.055,1616,2017-04,52.74,-2.6,3.1,8.8,-3,0.39,6.82
157,-120.2808,44.055,1616,2017-05,15.9,1.9,9.6,17.3,0.1,1.38,15.55
157,-120.2808,44.055,1616,2017-06,18.99,5.6,13.6,21.6,2.3,2.23,20.7
157,-120.2808,44.055,1616,2017-07,3.31,11.4,20.5,29.6,2.4,5.87,35.19
157,-120.2808,44.055,1616,2017-08,4.93,12.2,20.8,29.4,1,7.58,35.65
157,-120.2808,44.055,1616,2017-09,9.56,7.3,14.7,22.1,1.1,4.05,23.42
157,-120.2808,44.055,1616,2017-10,30.39,0.1,6.4,12.8,-1.9,1.08,9.96
157,-120.2808,44.055,1616,2017-11,29.02,-2.9,1.3,5.5,-2.3,0.36,3.99
157,-120.2808,44.055,1616,2017-12,13.52,-5.1,-0.4,4.3,-7.3,0.83,5.08
157,-120.2808,44.055,1616,2018-01,33.4,-2.9,0.9,4.6,-2.7,0.38,3.45
157,-120.2808,44.055,1616,2018-02,17.67,-7.3,-2.1,3.1,-7,0.5,4.29
157,-120.2808,44.055,1616,2018-03,38.06,-4.9,0.7,6.3,-4.5,0.31,5.51
157,-120.2808,44.055,1616,2018-04,30.73,-1.9,4.6,11.1,-2.5,0.72,8.86
157,-120.2808,44.055,1616,2018-05,42.7,3.9,11.1,18.2,2.8,0.92,14.21
157,-120.2808,44.055,1616,2018-06,28.85,4.1,12.2,20.4,2.3,1.03,18.03
157,-120.2808,44.055,1616,2018-07,1.78,9.9,19.4,28.9,0.7,5.56,35.01
